face,row,col,igm,smoothed_intensity
+X,29,155,0.4942064347090946,0.09315594961891291
+X,29,162,0.49625669245388304,0.19125210877886595
+X,30,120,0.6492573022208382,0.1825614494333078
+X,30,132,0.48804182550092895,0.19247250603954777
+X,30,136,0.6873477504845771,0.23561687249485197
+X,30,149,0.6324367179798406,0.29215219572475487
+X,30,163,0.5024945386907095,0.1448548621371901
+X,31,120,0.6800933249213587,0.14934949849735335
+X,31,135,0.588687398109139,0.17240032685229967
+X,31,136,0.5522276868519993,0.25471040370365255
+X,31,149,0.6710581820382208,0.2838274935363954
+X,31,158,0.5244824994758173,0.15350146398339784
+X,31,163,0.5243099853882163,0.15580275680790584
+X,32,135,0.5103377222897177,0.22754476088245296
+X,32,149,0.7089603545142561,0.28064673420623787
+X,32,158,0.601015095900825,0.17546572832813384
+X,32,163,0.48162780946825307,0.15353469721902901
+X,33,149,0.7250008558638704,0.2969592744066416
+X,33,158,0.6439698266816289,0.19134516633918958
+X,34,121,0.542214068020807,0.2016996517586707
+X,34,149,0.692781797652274,0.3102939415152003
+X,34,154,0.4991650432362149,0.09414326420449809
+X,34,158,0.6150417258861697,0.2035878734488024
+X,35,121,0.5739260630658891,0.1863853063085572
+X,35,149,0.6395207648572646,0.3188477053565289
+X,35,150,0.5795586971827655,0.22053060364345864
+X,35,154,0.5247693277687554,0.09034262240678696
+X,35,157,0.5819866180674106,0.12625865917121673
+X,35,158,0.542988910700345,0.2046577266429481
+X,36,121,0.5745048927393778,0.1751582758868359
+X,36,134,0.526405157519239,0.18973289236007085
+X,36,149,0.5943991868740137,0.3179964994410968
+X,36,150,0.6290225991515419,0.2224197485930182
+X,36,154,0.5144858880755389,0.08810484123658628
+X,36,157,0.49073837508883267,0.12949659417982615
+X,36,161,0.49728879801520215,0.20478762269102993
+X,37,121,0.5904450590550104,0.1448294645010048
+X,37,130,0.525676306084662,0.2065476331192849
+X,37,131,0.5057192421683325,0.174877624924069
+X,37,135,0.46940686316960745,0.23981201381979897
+X,37,149,0.5806929059279207,0.30394095729169507
+X,37,150,0.6063897062789204,0.21529599421712342
+X,37,154,0.49782519194676383,0.0867143017948907
+X,37,161,0.5069427221822006,0.20549891462997769
+X,37,162,0.530741589706947,0.1244968265919099
+X,38,131,0.5136567327199155,0.25557182924933375
+X,38,132,0.5989431601033322,0.20676744587303758
+X,38,135,0.47242058253495284,0.2587632103615003
+X,38,148,0.4756766222769457,0.3242897968949595
+X,38,149,0.6069595785452223,0.26444285010911567
+X,38,150,0.502293915927299,0.19383000084965504
+X,38,154,0.47963885643085374,0.08682184900205712
+X,38,162,0.5566130990892731,0.13688758508576648
+X,39,127,0.518407255626035,0.22567600781647296
+X,39,148,0.6183020097380004,0.28191342375013073
+X,39,157,0.521194590732056,0.1685179252844294
+X,39,162,0.5356574932057767,0.13959264464677698
+X,40,127,0.5698838487106479,0.16839013983809023
+X,40,128,0.6729449706554114,0.20751644495834093
+X,40,129,0.6419477955405358,0.2146377720984053
+X,40,130,0.5570595220549108,0.218079846665299
+X,40,147,0.5035808143783358,0.3379957034619911
+X,40,148,0.6680829294965233,0.2529213552231926
+X,40,157,0.5860745195196636,0.1892608564787558
+X,40,190,0.4783317762140849,0.1297226139783232
+X,41,129,0.4868905805151237,0.1301846720746309
+X,41,147,0.5442940562212768,0.3393783380599146
+X,41,148,0.6968260492499072,0.24893084966783308
+X,41,157,0.6431419295781284,0.19522323149197798
+X,41,189,0.5071780815399102,0.18059287202246982
+X,42,147,0.5420265344659438,0.3439778455878677
+X,42,148,0.6957556686606136,0.25064408836190283
+X,42,157,0.648442530508786,0.1905442242232921
+X,42,159,0.46788686699313936,0.21409784895321682
+X,42,189,0.49579644946435736,0.1659233906399598
+X,43,133,0.5245755579536918,0.19088468986626972
+X,43,134,0.479123613821732,0.2694692722577101
+X,43,147,0.5183499179557792,0.32352993915506933
+X,43,148,0.6473592855278859,0.24131763186064983
+X,43,157,0.5800940820728263,0.17861735927159364
+X,44,133,0.5971866903387849,0.1779621784263412
+X,44,134,0.5455979393640927,0.26828427650684344
+X,44,148,0.5734407316493294,0.2334504027011704
+X,44,160,0.4964130391919435,0.16422997020390578
+X,45,133,0.5642388349539763,0.17672524779213994
+X,45,134,0.5784826677212899,0.26912877459351064
+X,45,148,0.5146813346068669,0.2340532527096579
+X,46,134,0.5435221260834698,0.2729282862408776
+X,47,127,0.5158937415551715,0.12316875174066723
+X,47,128,0.4750413924030241,0.1282524414650292
+X,47,156,0.5030065422269566,0.1614895329337214
+X,48,126,0.6445495633191862,0.12052541289993629
+X,48,127,0.4950357757535407,0.18704858646033143
+X,48,149,0.5081801266572463,0.18497648987303936
+X,48,156,0.5405299695869145,0.1770027756466835
+X,48,188,0.4766674534432954,0.15455661911780583
+X,49,126,0.6661264807848692,0.15831047649157506
+X,49,149,0.5182176480098051,0.1783299403935364
+X,49,156,0.5880661278061161,0.18455680139038497
+X,49,188,0.5432264655705155,0.13660834345780987
+X,50,126,0.6661187405442608,0.16227829752048845
+X,50,149,0.4722350332425651,0.17104493307092572
+X,50,156,0.6399596913297269,0.18619151357289368
+X,50,187,0.4930182623284225,0.17709984366435183
+X,51,126,0.6390539497946035,0.16765830483193883
+X,51,156,0.6619044121839515,0.18419912790154822
+X,51,187,0.4826258544803248,0.15905194781514903
+X,52,126,0.6115589064951347,0.18457259604248374
+X,52,156,0.624690160854864,0.1875622449535208
+X,53,126,0.6068418992600038,0.19378031053742745
+X,53,147,0.5306536458379385,0.22326840175477336
+X,53,156,0.5468716049910928,0.18535237997698942
+X,54,126,0.6453240282457858,0.17345396854947212
+X,54,147,0.5515048670418756,0.21780611928766463
+X,55,126,0.625452053971465,0.13008053598829944
+X,55,147,0.5456643065270887,0.21206922249189983
+X,56,147,0.55980223993492,0.2167995785186733
+X,56,152,0.5552025049056621,0.1119030054154159
+X,56,187,0.5483531284579651,0.11103243666859386
+X,57,126,0.6860652101483756,0.1650516585400046
+X,57,147,0.5668673716553281,0.2359238836317404
+X,57,152,0.5986673449542933,0.10579015271435321
+X,57,155,0.5353020557619922,0.14850021862297594
+X,57,187,0.5402200024488537,0.1586209938374158
+X,58,126,0.6734667106437975,0.1891065231679518
+X,58,147,0.5186616748758333,0.25092889075449054
+X,58,151,0.47712730196185227,0.1899222256504644
+X,58,152,0.5944560478003846,0.09942422758315113
+X,58,155,0.6332379352907722,0.17019156226871412
+X,59,126,0.6418131925739359,0.1962987339714584
+X,59,152,0.5735051401362347,0.0968334711574811
+X,59,155,0.6974776647659217,0.17615137789269789
+X,59,187,0.48697437850794667,0.20509508456536227
+X,60,126,0.5860925693060218,0.19297014071750143
+X,60,152,0.5457828430992188,0.09852961434367272
+X,60,155,0.7305064917486643,0.1762057269179329
+X,60,187,0.6425142981273393,0.19203058007615226
+X,61,126,0.5537608903753373,0.19477922708270345
+X,61,148,0.5060517026960788,0.210888411886935
+X,61,152,0.5169150205344532,0.09864512544782772
+X,61,155,0.7452979484170965,0.1773521728098232
+X,61,186,0.6047267276038867,0.27101926328996984
+X,62,126,0.584854326330189,0.18801315484003872
+X,62,148,0.5200436023525918,0.2076450011132151
+X,62,152,0.48135490749297816,0.09803271565181056
+X,62,155,0.7341216978345213,0.17815338689497878
+X,62,186,0.7838047358999012,0.24425707399450391
+X,63,126,0.6177278220774368,0.1559661329274157
+X,63,148,0.47726319485579377,0.2167565823035057
+X,63,155,0.6771955547005113,0.1731142095351651
+X,63,185,0.5179007277585512,0.2798802021226296
+X,63,186,0.765577080158694,0.1959920984807315
+X,64,126,0.5823657842457935,0.12019479461598252
+X,64,156,0.525218113936823,0.24838917720151793
+X,64,186,0.5924998252939007,0.1577632894297075
+X,65,126,0.5506513991616535,0.09472162799968804
+X,65,156,0.6118547504363615,0.25063033082678365
+X,65,184,0.5368111631849545,0.3000961213211865
+X,65,185,0.5904230799072164,0.21359722361261452
+X,66,127,0.5138340653216994,0.16372551851409275
+X,66,154,0.5100071492887287,0.14048404138345147
+X,66,156,0.6358998168495589,0.27603497264689164
+X,66,157,0.4819577357393333,0.3526360009895324
+X,66,159,0.515140996059717,0.3627055096555348
+X,66,160,0.5206360673630765,0.2685103343492951
+X,66,184,0.4868593652241394,0.2621408683190371
+X,66,185,0.478944537084634,0.19555439626720925
+X,67,127,0.4742483300897308,0.16758909551134968
+X,67,154,0.6919610370667919,0.1719968291241048
+X,67,155,0.629003518438414,0.2502977349737142
+X,67,156,0.4910308574847893,0.3092850273855283
+X,67,160,0.5375176095785108,0.2923185671224575
+X,67,162,0.472727328768865,0.31321561792757024
+X,67,164,0.4936289154754361,0.2952507586633291
+X,67,190,0.5721740684695936,0.1671194563894217
+X,68,146,0.5232521609189379,0.24212409142938465
+X,68,154,0.8523008749024865,0.1992931942990355
+X,68,155,0.5922910742490703,0.29715908293519455
+X,68,190,0.549951905470938,0.1739944245545747
+X,69,126,0.5317424149483456,0.10096997519235303
+X,69,146,0.5456308942103884,0.227371302087803
+X,69,151,0.48827756785847376,0.09711201331175466
+X,69,154,0.9782748556869694,0.21818906061641744
+X,69,155,0.5695326387128362,0.3316087821820364
+X,69,190,0.6286758087490322,0.1485142490670449
+X,70,146,0.5435477516587087,0.22012575817638197
+X,70,151,0.4779205023816048,0.09819938136331172
+X,70,154,1.0797353468353983,0.23897832489121248
+X,70,155,0.5476464117236471,0.3639961569013497
+X,70,189,0.5959865868276102,0.2267375050046628
+X,71,127,0.4906756015209438,0.2196413318014094
+X,71,146,0.5451102705674055,0.2156458271648975
+X,71,154,1.1182541203278569,0.26170367252370863
+X,71,155,0.4674018972816505,0.39091484231266527
+X,71,166,0.5414459956182832,0.228797730426329
+X,71,189,0.6422621715248112,0.22907784842166085
+X,72,126,0.7987986649552145,0.23714141506470038
+X,72,146,0.5488090366547704,0.21280447628234014
+X,72,154,1.0579020902278633,0.2689167965685687
+X,72,166,0.5830286458907407,0.2349418612359284
+X,72,189,0.6161418120364507,0.20872795804677635
+X,73,123,0.6928417148372803,0.14123975504220534
+X,73,124,0.7146679639204973,0.20469351364111835
+X,73,125,0.6740600168761421,0.25055480161555416
+X,73,126,0.49579885293292747,0.30469917743794617
+X,73,128,0.48709542263486855,0.2880905785010609
+X,73,129,0.6084472220456724,0.21331507741986283
+X,73,146,0.5608836022036752,0.21798994780392192
+X,73,154,0.9264619783180101,0.27981840978328587
+X,73,166,0.5449086678133047,0.24364451615597704
+X,73,189,0.5533574658204031,0.17380678645054917
+X,74,123,0.7170684055029968,0.1740632980360069
+X,74,124,0.5020774497887015,0.25760768272343293
+X,74,129,0.7430467485250463,0.23634976050673354
+X,74,132,0.47436765379570045,0.1485959660286567
+X,74,133,0.47666638190900046,0.21144977994082043
+X,74,146,0.5704623853488495,0.2454377008912525
+X,74,154,0.7767702537780916,0.2891970612736849
+X,74,189,0.5735814050184135,0.1617584349454456
+X,75,123,0.6845902784278413,0.16749735638460356
+X,75,129,0.7583466260028843,0.2365160450357729
+X,75,132,0.5267253745201046,0.1343836591286944
+X,75,133,0.5564385057124397,0.21479312434714506
+X,75,146,0.5018124234243512,0.27407256556626275
+X,75,147,0.5172204366526654,0.18576455702250727
+X,75,154,0.60957386824882,0.25889630090549254
+X,75,186,0.46884741837767935,0.21635270430716516
+X,75,189,0.7036808250759207,0.16250853929534287
+X,76,125,0.5636306626159937,0.23149649724720778
+X,76,126,0.6473598781445122,0.2515774476576262
+X,76,127,0.5701325571311898,0.27280889050716267
+X,76,128,0.48188203085737913,0.27103580461775967
+X,76,129,0.6290967416787039,0.20963506054053546
+X,76,132,0.5464824250290571,0.1486596431979812
+X,76,133,0.550533265883115,0.23256460471980714
+X,76,147,0.5270669030800507,0.18827903012557168
+X,76,188,0.5598868438957713,0.2514187432127685
+X,77,122,0.5166721851000559,0.14387269102603195
+X,77,126,0.7178235374997348,0.14848021583967674
+X,77,127,0.6384481234328363,0.1843528356893398
+X,77,147,0.5143314031288666,0.1880208652630425
+X,77,159,0.5045869970281663,0.28118223691145633
+X,77,188,0.6761927498659371,0.21751567917214756
+X,78,122,0.49697260564412327,0.13506587914189955
+X,78,124,0.5857558978344377,0.10766150395190513
+X,78,126,0.5182530344383005,0.06868558060798298
+X,78,127,0.548492941935884,0.11911153169736034
+X,78,147,0.5280338937934596,0.20869117123389647
+X,78,159,0.5421098511300833,0.2954030360792346
+X,78,162,0.5336356711827408,0.324756251229371
+X,78,164,0.5563564705776575,0.30579817560979855
+X,78,187,0.5797629173546285,0.18840019179867679
+X,78,188,0.719455047935584,0.14794470887190034
+X,79,159,0.5360426778996086,0.30987918991103114
+X,79,162,0.6506304335626971,0.30545792228231017
+X,79,164,0.5759041999957341,0.3302855442283272
+X,79,165,0.5931631671932285,0.23014000667305326
+X,80,159,0.5274170824333934,0.30828659516053275
+X,80,162,0.6909319927311462,0.28578278087453496
+X,80,164,0.5361355946284397,0.33043917365610254
+X,80,165,0.6192791378068293,0.23065471419315475
+X,81,131,0.5880711425912029,0.13385494731151093
+X,81,159,0.5122525292383693,0.2865909228339481
+X,81,162,0.6363510210754775,0.26944299440519465
+X,81,165,0.5267539785840796,0.2410120864537934
+X,82,153,0.5097896105817736,0.27225219834328124
+X,82,162,0.4718785053305654,0.2565113123945277
+X,83,135,0.5645088764814759,0.21905477898223583
+X,83,150,0.5263177483460936,0.21964562787399003
+X,83,153,0.5658419466795556,0.26003938378527275
+X,84,135,0.626755027317775,0.22915789731928418
+X,84,149,0.5292024336949898,0.29903953672356365
+X,84,150,0.5582576693809302,0.21867776445100665
+X,84,153,0.6198634853505166,0.24887485550542604
+X,84,157,0.5083492626058055,0.2964433751092899
+X,85,135,0.5754979636599747,0.2397910236829693
+X,85,139,0.47814484753348097,0.24498367925609468
+X,85,149,0.5841214938145608,0.3066744788586313
+X,85,150,0.5783967788636998,0.2230271141777038
+X,85,153,0.6619476127787381,0.24430061790866872
+X,85,157,0.6219716387564356,0.317182326526371
+X,85,160,0.5113816203025703,0.2912320180912808
+X,86,134,0.5554971578378146,0.1571369820176603
+X,86,139,0.5271840052001682,0.26161157577282507
+X,86,147,0.5065755381229726,0.33490729402956354
+X,86,149,0.5738890857585147,0.32179208720010694
+X,86,150,0.578800132917226,0.2332474912614623
+X,86,153,0.6549596436994046,0.24208045380930523
+X,86,154,0.492388996505927,0.32865355802822505
+X,86,157,0.630096773636531,0.33465912730981645
+X,86,158,0.48701850757976967,0.22575179197517006
+X,86,160,0.5533153532312665,0.29833109851117257
+X,86,162,0.4795475249161444,0.2850060688371868
+X,87,134,0.5424881958731494,0.16986579013435538
+X,87,139,0.5385910502093484,0.27623851870823546
+X,87,147,0.5766463935672254,0.2944553541741999
+X,87,149,0.4693132896871058,0.3254078220845068
+X,87,150,0.5086317997240715,0.24951994903344707
+X,87,153,0.6029513246039051,0.24060303538799946
+X,87,154,0.49970256184665796,0.324377472156383
+X,87,157,0.6140700135789053,0.3261797191469295
+X,87,160,0.5428267149699879,0.3025746908362894
+X,87,162,0.5061614167541649,0.2823900547320004
+X,88,134,0.5496662121549337,0.1808498973964788
+X,88,139,0.4874434870634451,0.27647033131843696
+X,88,147,0.46919766005580865,0.2655941747098742
+X,88,153,0.5409864031671673,0.24067859006153178
+X,88,154,0.4870355270645983,0.31938438715702516
+X,88,157,0.553096499701981,0.3149157825533749
+X,89,134,0.5591720219210203,0.186433488954032
+X,89,145,0.6010378545325615,0.32773549204440255
+X,89,153,0.4787102717592734,0.2398106839432721
+X,89,154,0.4820317168773433,0.31471769803964
+X,89,157,0.47143885618986703,0.3308243408928406
+X,89,180,0.4784476671335321,0.106634508030777
+X,90,134,0.5719118733392471,0.16713529891457538
+X,90,145,0.7256827373829507,0.342151742861161
+X,90,154,0.5071824239096271,0.3049878634955371
+X,90,158,0.4775521599406452,0.3017193290578728
+X,90,180,0.532002761007223,0.09165603122581255
+X,91,134,0.5437988914903913,0.14630798541554477
+X,91,145,0.8383769157913707,0.32812523108587976
+X,91,154,0.5595922365099157,0.2873774838370193
+X,91,158,0.5941853830308356,0.32214347705596447
+X,91,179,0.5297603960884165,0.13584828743360863
+X,92,134,0.48147311717565117,0.13142482962048432
+X,92,142,0.574830064968564,0.37087815016090064
+X,92,144,0.48811230424619934,0.4414374924805947
+X,92,145,0.9162165605529317,0.3201868381515792
+X,92,154,0.6060327380824253,0.28192600766635983
+X,92,155,0.5092265314236284,0.36894422470323973
+X,92,158,0.7228879134339327,0.31440895501594224
+X,92,159,0.5454178331580964,0.21656979403263762
+X,92,179,0.5473314130335047,0.0870450809536234
+X,93,141,0.5171007480280697,0.3327483403607708
+X,93,142,0.5615294351156291,0.399463719034313
+X,93,144,0.512132990161565,0.4685868483063226
+X,93,145,0.964082946655822,0.3404423860139178
+X,93,154,0.53256483126341,0.30642642766355593
+X,93,157,0.5741895270926153,0.3839195216547033
+X,93,158,0.7190008005089437,0.28805548132276554
+X,93,159,0.49640554609779675,0.20333246705138305
+X,94,140,0.5243645352592057,0.3207642640782266
+X,94,141,0.5444622790398574,0.3842937587299133
+X,94,145,0.9368264777397588,0.37954942427609
+X,94,153,0.4916801813969894,0.32044241156540143
+X,94,156,0.5490098296891631,0.3553542009035508
+X,94,157,0.619693729592299,0.31549333749791625
+X,94,158,0.5591041095741963,0.24910706946619154
+X,95,135,0.5261146828284095,0.14509982616838837
+X,95,136,0.47213144853381567,0.22615219309250628
+X,95,139,0.4703631720941319,0.28790128215766553
+X,95,140,0.599756278497794,0.3642084109872924
+X,95,145,0.8179950657001613,0.42393066318075945
+X,95,146,0.7107334885446902,0.3045346481110875
+X,95,156,0.4773239076319774,0.266140782051438
+X,96,135,0.638810357494021,0.13901161315886923
+X,96,136,0.5832387761808587,0.2347387336221115
+X,96,139,0.4813367159902338,0.32090283506427775
+X,96,140,0.5102211046395739,0.3925827767228044
+X,96,145,0.6997089341676705,0.43605615042677426
+X,96,146,0.7949930526499046,0.32201000887638487
+X,96,154,0.5844669625139494,0.34206854925680763
+X,97,135,0.7326071105385352,0.13884530687170724
+X,97,136,0.6897092548455948,0.2429364725249331
+X,97,145,0.6643878502140325,0.40669218396594675
+X,97,146,0.7923316847810056,0.3040322689459234
+X,97,154,0.5269951145802971,0.3283363557713713
+X,98,135,0.7779871557154323,0.14040771440595634
+X,98,136,0.771113570499058,0.2487592373771167
+X,98,137,0.536061559609948,0.33300239542500676
+X,98,145,0.5974484543373512,0.3659926677918414
+X,98,146,0.7075778235898734,0.2740055153484169
+X,99,135,0.7957230123629881,0.1351095819478869
+X,99,136,0.830945314875272,0.24835990555288218
+X,99,137,0.6272865617593448,0.34636487422276185
+X,99,145,0.4959773421726173,0.3384503386952025
+X,99,146,0.5790859392934934,0.25330241219403665
+X,99,155,0.4854292464372935,0.2530619941108708
+X,99,156,0.5388792103884569,0.18485049825832447
+X,100,135,0.792432510511657,0.12537967487112403
+X,100,136,0.849955602639146,0.23998356416051014
+X,100,137,0.6561204775754239,0.3408516401653065
+X,100,146,0.4727638076830211,0.2615239833412108
+X,100,155,0.4744801783550633,0.24221678604947716
+X,100,156,0.5498349510656765,0.1749810574644812
+X,101,135,0.7865079859107664,0.12026677379431176
+X,101,136,0.829752770531045,0.23157429579843003
+X,101,137,0.5860986005274189,0.3251677929126703
+X,101,156,0.5313610397939122,0.16633055816930842
+X,102,135,0.8476738276997969,0.13641545878169203
+X,102,136,0.8269498055921967,0.24927898116088534
+X,102,137,0.4761018979534539,0.3403817960132847
+X,102,149,0.5610789613398949,0.2149221985547079
+X,102,152,0.5379313907206673,0.2215810091250527
+X,102,156,0.5037269381425395,0.15784019760170043
+X,102,159,0.4791710921633168,0.16694886175551168
+X,103,135,0.9638718609310201,0.1794923403072288
+X,103,136,0.7750633230891354,0.29440378898343306
+X,103,147,0.47504994732940264,0.34144192974682164
+X,103,148,0.6319199881753831,0.2586445412534336
+X,103,149,0.6509011434837885,0.17552909517769294
+X,103,152,0.6215945251780469,0.19562548599569754
+X,103,156,0.47849843368150535,0.1568443273081742
+X,103,159,0.4989202745226327,0.15779806176505096
+X,104,135,1.0451689747563526,0.23234642142412987
+X,104,136,0.627449676167853,0.3441975274724344
+X,104,147,0.5722635019337861,0.31315705449951486
+X,104,148,0.6748361094320234,0.23258635050972654
+X,104,149,0.6421546762047226,0.14368697016356435
+X,104,152,0.6629840375717864,0.1788592149921173
+X,104,159,0.49677776695569037,0.15171822600527143
+X,105,135,1.026378152923365,0.2762029362871909
+X,105,146,0.49507973089863233,0.34205275831726895
+X,105,147,0.5332887611886438,0.277366661013459
+X,105,148,0.5981312354480892,0.21680656874012222
+X,105,149,0.6006234022184642,0.13436552903100796
+X,105,152,0.6843313652305227,0.1761421098365003
+X,105,159,0.49195726060766626,0.1527122310447492
+X,105,167,0.492143457116825,0.1980021169121503
+X,106,135,0.8861526844110722,0.29046756640626503
+X,106,145,0.5395971096173314,0.3976375531409241
+X,106,146,0.5657528342998954,0.3073026415616313
+X,106,148,0.5392566550484438,0.20760784892216896
+X,106,149,0.5872614254930691,0.12553398738790095
+X,106,152,0.7029461456264161,0.1771055407705621
+X,106,167,0.4719527381770176,0.19517092277663045
+X,107,134,0.9847717038987747,0.18983193583500438
+X,107,135,0.6366436247444525,0.30305623815640703
+X,107,145,0.6702068258734624,0.35907113579347366
+X,107,146,0.4933583840616586,0.2780007852455705
+X,107,148,0.5242631681736015,0.19878277117195628
+X,107,149,0.5880020650541189,0.11289986986237298
+X,107,152,0.724737208018716,0.17929304518458386
+X,108,134,0.8797795045623695,0.2552678447714075
+X,108,144,0.592858610203568,0.38497693898847507
+X,108,145,0.5718060455044617,0.313249635120215
+X,108,148,0.5217605281492064,0.19193155302489345
+X,108,149,0.5802355904694905,0.10591872565040587
+X,108,152,0.7387572993756015,0.184092270237584
+X,108,174,0.5111693337016374,0.19324573978442247
+X,109,133,0.9011061539458636,0.1722058662078838
+X,109,134,0.716751968434976,0.2905856590644894
+X,109,139,0.4745350225861507,0.3979037584853637
+X,109,143,0.5051101271685113,0.3630801405167304
+X,109,148,0.5211576995346212,0.18556002050803966
+X,109,149,0.565217265547433,0.10143723763623663
+X,109,152,0.7413135112562548,0.1891650044947317
+X,109,174,0.5584989574167056,0.19903808448246885
+X,110,133,0.8471070463194037,0.20175071264182512
+X,110,134,0.5919447065109735,0.2970000339798026
+X,110,142,0.5515625470018979,0.37342280469783007
+X,110,148,0.5243170140315506,0.17835337275552088
+X,110,149,0.5486305588920757,0.0947644794503288
+X,110,152,0.744586586335575,0.188623158100147
+X,110,174,0.5631005376201468,0.19704821467201228
+X,111,133,0.7871724297210853,0.2238244576362263
+X,111,134,0.5196662875995367,0.30312522492486244
+X,111,141,0.5122115206267264,0.4115983957697219
+X,111,148,0.5110841805034443,0.169723475316789
+X,111,152,0.7550402353339862,0.1837551152824863
+X,111,174,0.5317858715835647,0.19412801059739102
+X,112,132,0.7448319113393113,0.12066374566885735
+X,112,133,0.7448176728990529,0.22822837727264547
+X,112,134,0.539586249070503,0.3044912724486419
+X,112,148,0.4737567510743137,0.1681620039415257
+X,112,149,0.5171625123569362,0.09189186753488907
+X,112,152,0.767567721092055,0.18510886425021134
